Bandit,Reward,Algorithm
3.0,3.5007173181961067,EpsilonGreedy
3.0,4.49829225987842,EpsilonGreedy
3.0,3.483080137105585,EpsilonGreedy
3.0,4.008962645974741,EpsilonGreedy
3.0,1.9946012793145829,EpsilonGreedy
3.0,6.091257304190229,EpsilonGreedy
3.0,2.9378212890170383,EpsilonGreedy
3.0,2.913245365486728,EpsilonGreedy
3.0,4.2461941912227275,EpsilonGreedy
3.0,4.517933088783776,EpsilonGreedy
3.0,6.0569932884834286,EpsilonGreedy
3.0,3.769887030739799,EpsilonGreedy
3.0,4.020634190373005,EpsilonGreedy
3.0,5.7603147496292,EpsilonGreedy
3.0,3.5377830965458137,EpsilonGreedy
3.0,4.6109169834984565,EpsilonGreedy
3.0,5.0734508979346105,EpsilonGreedy
3.0,3.397879528406167,EpsilonGreedy
3.0,4.8475159669094845,EpsilonGreedy
3.0,4.00260723433664,EpsilonGreedy
3.0,4.959790321032786,EpsilonGreedy
3.0,4.320142079409084,EpsilonGreedy
3.0,4.612724925907296,EpsilonGreedy
3.0,3.204897702029772,EpsilonGreedy
3.0,3.64426221625567,EpsilonGreedy
3.0,3.6772591463606434,EpsilonGreedy
3.0,3.3386553946758326,EpsilonGreedy
3.0,2.9515469518300868,EpsilonGreedy
3.0,3.5536163528039344,EpsilonGreedy
3.0,2.7887060033573503,EpsilonGreedy
3.0,4.318153905902721,EpsilonGreedy
3.0,4.754585013061733,EpsilonGreedy
3.0,5.326318755242946,EpsilonGreedy
3.0,4.0710858098125895,EpsilonGreedy
3.0,4.256574742037034,EpsilonGreedy
3.0,3.5413285957996194,EpsilonGreedy
3.0,4.063962602021212,EpsilonGreedy
3.0,4.394223404409139,EpsilonGreedy
3.0,3.6877650698718125,EpsilonGreedy
3.0,2.6943653865651234,EpsilonGreedy
3.0,3.983046909700999,EpsilonGreedy
3.0,4.607844927179351,EpsilonGreedy
3.0,3.102553933497917,EpsilonGreedy
3.0,4.349953953428278,EpsilonGreedy
3.0,4.985820914802119,EpsilonGreedy
3.0,5.884430727643144,EpsilonGreedy
3.0,6.044134343279522,EpsilonGreedy
3.0,2.4666277532124026,EpsilonGreedy
3.0,4.982682263049737,EpsilonGreedy
3.0,3.8863451808394154,EpsilonGreedy
3.0,4.969368468118704,EpsilonGreedy
3.0,4.545259035334123,EpsilonGreedy
3.0,3.737391407762101,EpsilonGreedy
3.0,5.451561709688142,EpsilonGreedy
3.0,2.5029009384808467,EpsilonGreedy
3.0,3.380808519186167,EpsilonGreedy
3.0,4.363998418780505,EpsilonGreedy
3.0,4.766692854565739,EpsilonGreedy
3.0,4.189331253163043,EpsilonGreedy
3.0,2.932543111948122,EpsilonGreedy
3.0,4.405296230029018,EpsilonGreedy
3.0,4.423877780717482,EpsilonGreedy
3.0,4.2943614474540945,EpsilonGreedy
3.0,2.601680762301908,EpsilonGreedy
3.0,2.3997614215133964,EpsilonGreedy
3.0,2.851847622323522,EpsilonGreedy
3.0,6.332793742132142,EpsilonGreedy
3.0,4.45358779077163,EpsilonGreedy
3.0,3.4490368542570486,EpsilonGreedy
3.0,4.772262802980937,EpsilonGreedy
3.0,4.385527278620698,EpsilonGreedy
3.0,3.964692250018074,EpsilonGreedy
3.0,4.697265780809439,EpsilonGreedy
3.0,4.113812033822881,EpsilonGreedy
3.0,3.804454034582004,EpsilonGreedy
3.0,3.290876677971015,EpsilonGreedy
3.0,5.669808845548113,EpsilonGreedy
3.0,2.226129869639615,EpsilonGreedy
3.0,4.9413862000654865,EpsilonGreedy
3.0,6.10750050030895,EpsilonGreedy
3.0,2.8283016223943793,EpsilonGreedy
3.0,5.707291739281722,EpsilonGreedy
3.0,3.1938054796555626,EpsilonGreedy
3.0,5.578860198425183,EpsilonGreedy
3.0,4.109119462136475,EpsilonGreedy
3.0,4.687526470083541,EpsilonGreedy
3.0,3.9632436048478845,EpsilonGreedy
3.0,3.6259806416162865,EpsilonGreedy
3.0,4.237097170253718,EpsilonGreedy
3.0,5.070599098692251,EpsilonGreedy
3.0,5.525993533381236,EpsilonGreedy
3.0,5.7324838342570805,EpsilonGreedy
3.0,2.820071625397803,EpsilonGreedy
3.0,4.642785330722526,EpsilonGreedy
3.0,3.8870302084888877,EpsilonGreedy
3.0,5.399533925070267,EpsilonGreedy
3.0,4.292492449346721,EpsilonGreedy
3.0,4.671782675715304,EpsilonGreedy
3.0,3.370240909421333,EpsilonGreedy
3.0,2.914767230444824,EpsilonGreedy
3.0,3.191986733524256,EpsilonGreedy
3.0,5.258619774369417,EpsilonGreedy
3.0,4.145621287890636,EpsilonGreedy
3.0,3.03886198571037,EpsilonGreedy
3.0,4.11168789510891,EpsilonGreedy
3.0,1.8488206309571193,EpsilonGreedy
3.0,2.118434823709789,EpsilonGreedy
3.0,4.336555052456193,EpsilonGreedy
3.0,4.092368895600338,EpsilonGreedy
3.0,3.5448070184430187,EpsilonGreedy
3.0,2.610941528419425,EpsilonGreedy
3.0,5.001719395469453,EpsilonGreedy
3.0,4.4724953627990125,EpsilonGreedy
3.0,3.3235721066610315,EpsilonGreedy
3.0,4.268435644742613,EpsilonGreedy
3.0,4.679707731328781,EpsilonGreedy
3.0,3.151425516245318,EpsilonGreedy
3.0,2.4292948425676437,EpsilonGreedy
3.0,2.1455696039855496,EpsilonGreedy
3.0,4.244320112641873,EpsilonGreedy
3.0,5.2921938738569585,EpsilonGreedy
3.0,2.3048148648563647,EpsilonGreedy
3.0,2.7937585394098847,EpsilonGreedy
3.0,4.5081401404217285,EpsilonGreedy
3.0,3.57930592279305,EpsilonGreedy
3.0,3.6639076711804712,EpsilonGreedy
3.0,4.267526769198141,EpsilonGreedy
3.0,3.234458777151219,EpsilonGreedy
3.0,3.425123307498574,EpsilonGreedy
3.0,4.463798670109353,EpsilonGreedy
3.0,2.761538446163936,EpsilonGreedy
3.0,5.206075920884452,EpsilonGreedy
3.0,2.765737967445585,EpsilonGreedy
3.0,5.216335796719334,EpsilonGreedy
3.0,5.704143946140736,EpsilonGreedy
3.0,3.9797847294674904,EpsilonGreedy
3.0,4.206087721459497,EpsilonGreedy
3.0,2.3805237315489256,EpsilonGreedy
3.0,4.207283396633162,EpsilonGreedy
3.0,3.716131695318991,EpsilonGreedy
3.0,2.7277705667799266,EpsilonGreedy
3.0,4.669581248553714,EpsilonGreedy
3.0,4.372971489167643,EpsilonGreedy
3.0,1.8980342686120335,EpsilonGreedy
3.0,4.346404950032079,EpsilonGreedy
3.0,2.495787647376704,EpsilonGreedy
3.0,3.0854545877913067,EpsilonGreedy
3.0,4.207943376218205,EpsilonGreedy
3.0,3.1850271141680198,EpsilonGreedy
3.0,5.27705304347298,EpsilonGreedy
3.0,5.6439159771650695,EpsilonGreedy
3.0,3.5453926551797186,EpsilonGreedy
3.0,2.9720162160174928,EpsilonGreedy
3.0,3.556462202980603,EpsilonGreedy
3.0,4.623348202844656,EpsilonGreedy
3.0,3.4333297295594116,EpsilonGreedy
3.0,3.5713364809000536,EpsilonGreedy
3.0,5.554306966612296,EpsilonGreedy
3.0,2.9189132439306213,EpsilonGreedy
3.0,4.126963181001854,EpsilonGreedy
3.0,4.174373215850843,EpsilonGreedy
3.0,3.813430461945284,EpsilonGreedy
3.0,4.727315718223297,EpsilonGreedy
3.0,4.209598355392462,EpsilonGreedy
3.0,3.9408713927141625,EpsilonGreedy
3.0,2.85553226101316,EpsilonGreedy
3.0,6.259354045212149,EpsilonGreedy
3.0,4.183035419553422,EpsilonGreedy
3.0,3.664507407518376,EpsilonGreedy
3.0,5.291242741270084,EpsilonGreedy
3.0,4.583571408390474,EpsilonGreedy
3.0,3.817714728653081,EpsilonGreedy
3.0,4.700807569291703,EpsilonGreedy
3.0,4.217141712840841,EpsilonGreedy
3.0,2.9788301148248806,EpsilonGreedy
3.0,4.435639374782077,EpsilonGreedy
3.0,4.069287889804547,EpsilonGreedy
3.0,4.328934020122685,EpsilonGreedy
3.0,3.657469807494451,EpsilonGreedy
3.0,2.441657940839564,EpsilonGreedy
3.0,3.760579394875946,EpsilonGreedy
3.0,4.217102611010855,EpsilonGreedy
3.0,4.7576199134899895,EpsilonGreedy
3.0,3.839777135323013,EpsilonGreedy
3.0,5.0461023797072055,EpsilonGreedy
3.0,5.403965213845316,EpsilonGreedy
3.0,4.443017755633615,EpsilonGreedy
3.0,5.464044201962294,EpsilonGreedy
3.0,4.22409630361383,EpsilonGreedy
3.0,3.706827959123271,EpsilonGreedy
3.0,4.026135059911391,EpsilonGreedy
3.0,3.4827076850669867,EpsilonGreedy
3.0,2.630316185463168,EpsilonGreedy
3.0,3.9963759480435783,EpsilonGreedy
3.0,5.053593550193642,EpsilonGreedy
3.0,3.7485755724182894,EpsilonGreedy
3.0,4.421705854473804,EpsilonGreedy
3.0,2.4622255573243805,EpsilonGreedy
3.0,4.420095083104003,EpsilonGreedy
3.0,4.839705040356412,EpsilonGreedy
3.0,3.900149221946645,EpsilonGreedy
3.0,3.7542149521372767,EpsilonGreedy
3.0,2.598791370009857,EpsilonGreedy
3.0,5.298187833507778,EpsilonGreedy
3.0,4.870453225321101,EpsilonGreedy
3.0,3.4198764884613415,EpsilonGreedy
3.0,3.667674532520804,EpsilonGreedy
3.0,4.503143378464082,EpsilonGreedy
3.0,5.92496332786285,EpsilonGreedy
3.0,3.556432314675764,EpsilonGreedy
3.0,4.827203762649269,EpsilonGreedy
3.0,3.661753669962538,EpsilonGreedy
3.0,3.3595867508457853,EpsilonGreedy
3.0,2.566630601534372,EpsilonGreedy
3.0,4.340117156553664,EpsilonGreedy
3.0,4.804444170172866,EpsilonGreedy
3.0,1.902828217311598,EpsilonGreedy
3.0,4.547322385717812,EpsilonGreedy
3.0,3.204570391563674,EpsilonGreedy
3.0,3.5496811775871553,EpsilonGreedy
3.0,4.821259795459805,EpsilonGreedy
3.0,5.012098202043644,EpsilonGreedy
3.0,4.456050508841406,EpsilonGreedy
3.0,3.987680168378848,EpsilonGreedy
3.0,2.765311187669571,EpsilonGreedy
3.0,4.687286193471909,EpsilonGreedy
3.0,6.394958513996009,EpsilonGreedy
3.0,3.4878592613396027,EpsilonGreedy
3.0,3.22395448624949,EpsilonGreedy
3.0,3.481141274844548,EpsilonGreedy
3.0,5.0723905019470354,EpsilonGreedy
3.0,3.8480860893421935,EpsilonGreedy
3.0,5.772516841703485,EpsilonGreedy
3.0,4.987306586651018,EpsilonGreedy
3.0,2.321612066260165,EpsilonGreedy
3.0,4.051807732290849,EpsilonGreedy
3.0,3.9575527549547367,EpsilonGreedy
3.0,4.9784101669147125,EpsilonGreedy
3.0,2.5939835028357843,EpsilonGreedy
3.0,2.7865043475566584,EpsilonGreedy
3.0,3.6468490671597644,EpsilonGreedy
3.0,3.9330650913830936,EpsilonGreedy
3.0,2.953159825008174,EpsilonGreedy
3.0,4.902962862747849,EpsilonGreedy
3.0,5.025466556033014,EpsilonGreedy
3.0,5.179888595731429,EpsilonGreedy
3.0,4.699724398975274,EpsilonGreedy
3.0,4.670632381941007,EpsilonGreedy
3.0,3.8723089327099176,EpsilonGreedy
3.0,5.7322426315134605,EpsilonGreedy
3.0,4.105769227350476,EpsilonGreedy
3.0,5.635184784477993,EpsilonGreedy
3.0,4.189407268740602,EpsilonGreedy
3.0,6.762648800567153,EpsilonGreedy
3.0,2.313982782386934,EpsilonGreedy
3.0,3.2128293517369975,EpsilonGreedy
3.0,3.5856077753299127,EpsilonGreedy
3.0,5.441399763417956,EpsilonGreedy
3.0,5.695830413611824,EpsilonGreedy
3.0,3.9249556905162715,EpsilonGreedy
3.0,3.3421137520551567,EpsilonGreedy
3.0,4.025072012156457,EpsilonGreedy
3.0,3.480628791417102,EpsilonGreedy
3.0,1.7372782993155527,EpsilonGreedy
3.0,3.3246132740878425,EpsilonGreedy
3.0,2.7820633940391026,EpsilonGreedy
3.0,4.153631274941638,EpsilonGreedy
3.0,3.2599059120193594,EpsilonGreedy
3.0,3.8543914241534236,EpsilonGreedy
3.0,5.397631697541429,EpsilonGreedy
3.0,3.7188535719400293,EpsilonGreedy
3.0,3.227145809680185,EpsilonGreedy
3.0,3.1950206871216205,EpsilonGreedy
3.0,3.75851737298005,EpsilonGreedy
3.0,4.139000933733864,EpsilonGreedy
3.0,4.02197373372645,EpsilonGreedy
3.0,5.154379288237143,EpsilonGreedy
3.0,3.8269115992360274,EpsilonGreedy
3.0,2.7009034302935833,EpsilonGreedy
3.0,4.16166145503285,EpsilonGreedy
3.0,2.0170583092836756,EpsilonGreedy
3.0,4.439495121782223,EpsilonGreedy
3.0,3.044178937494191,EpsilonGreedy
3.0,2.0925056986520225,EpsilonGreedy
3.0,2.704218969451637,EpsilonGreedy
3.0,3.2082983483103242,EpsilonGreedy
3.0,3.9139196205310918,EpsilonGreedy
3.0,3.453699716710789,EpsilonGreedy
3.0,4.506036385457698,EpsilonGreedy
3.0,5.4422295241695995,EpsilonGreedy
3.0,4.051044919703396,EpsilonGreedy
3.0,4.454176465306669,EpsilonGreedy
3.0,4.02703584626348,EpsilonGreedy
3.0,3.1661017211550093,EpsilonGreedy
3.0,5.33343511383835,EpsilonGreedy
3.0,3.3813416087183583,EpsilonGreedy
3.0,3.6056640411332896,EpsilonGreedy
3.0,3.5872290276780228,EpsilonGreedy
3.0,3.5059243007480556,EpsilonGreedy
3.0,2.482574262635676,EpsilonGreedy
3.0,4.731924078514713,EpsilonGreedy
3.0,5.883863262784768,EpsilonGreedy
3.0,3.8117852672925774,EpsilonGreedy
3.0,2.841211521327428,EpsilonGreedy
3.0,3.149702371591067,EpsilonGreedy
3.0,4.202748323788157,EpsilonGreedy
3.0,3.772437861562769,EpsilonGreedy
3.0,4.311723498537739,EpsilonGreedy
3.0,3.2503843723430568,EpsilonGreedy
3.0,4.466068151832081,EpsilonGreedy
3.0,2.9041189670823666,EpsilonGreedy
3.0,3.622402673019737,EpsilonGreedy
3.0,5.0279726202633865,EpsilonGreedy
3.0,3.375104054589368,EpsilonGreedy
3.0,3.742868998918358,EpsilonGreedy
3.0,4.478003399508623,EpsilonGreedy
3.0,5.170312272492791,EpsilonGreedy
3.0,2.279520963102945,EpsilonGreedy
3.0,4.782907378191155,EpsilonGreedy
3.0,4.351992058249406,EpsilonGreedy
3.0,2.6644093986785524,EpsilonGreedy
3.0,4.547515457659638,EpsilonGreedy
3.0,2.1230369609385518,EpsilonGreedy
3.0,4.525077416123581,EpsilonGreedy
3.0,4.855969324109679,EpsilonGreedy
3.0,3.4004879050925596,EpsilonGreedy
3.0,3.712881008482618,EpsilonGreedy
3.0,5.059214985581722,EpsilonGreedy
3.0,3.5708842927291773,EpsilonGreedy
3.0,4.382185545623627,EpsilonGreedy
3.0,5.148361340693643,EpsilonGreedy
3.0,3.22487180170769,EpsilonGreedy
3.0,3.9702897024445947,EpsilonGreedy
3.0,4.311048006209171,EpsilonGreedy
3.0,2.4663027403883424,EpsilonGreedy
3.0,4.1658433429745605,EpsilonGreedy
3.0,4.882612311376106,EpsilonGreedy
3.0,4.749702474537521,EpsilonGreedy
3.0,3.7480417936845414,EpsilonGreedy
3.0,4.132318447122331,EpsilonGreedy
3.0,3.8667909804453053,EpsilonGreedy
3.0,4.567624523603458,EpsilonGreedy
3.0,3.7775442137969035,EpsilonGreedy
3.0,3.801968369932053,EpsilonGreedy
3.0,4.063001039756017,EpsilonGreedy
3.0,4.6315418173940825,EpsilonGreedy
3.0,3.34545443358392,EpsilonGreedy
3.0,1.864995797667822,EpsilonGreedy
3.0,5.359427588385924,EpsilonGreedy
3.0,3.574546973626177,EpsilonGreedy
3.0,2.30759895614703,EpsilonGreedy
3.0,2.526741860378663,EpsilonGreedy
3.0,3.4042716205625374,EpsilonGreedy
3.0,4.151749427898677,EpsilonGreedy
3.0,4.704291610467195,EpsilonGreedy
3.0,3.4389706435209706,EpsilonGreedy
3.0,3.686819161040417,EpsilonGreedy
3.0,5.117454669900615,EpsilonGreedy
3.0,1.9083122527144707,EpsilonGreedy
3.0,3.8123722148062953,EpsilonGreedy
3.0,3.003235168236494,EpsilonGreedy
3.0,2.4762305478558755,EpsilonGreedy
3.0,3.8007744419568734,EpsilonGreedy
3.0,4.815990347433943,EpsilonGreedy
3.0,3.829152494206356,EpsilonGreedy
3.0,4.52578980095421,EpsilonGreedy
3.0,5.214113400322922,EpsilonGreedy
3.0,5.324121409266986,EpsilonGreedy
3.0,4.215278014503713,EpsilonGreedy
3.0,4.1940091674471605,EpsilonGreedy
3.0,5.6011592128114795,EpsilonGreedy
3.0,3.516376572880391,EpsilonGreedy
3.0,3.1677238859738863,EpsilonGreedy
3.0,3.5859623550086965,EpsilonGreedy
3.0,5.815650228461758,EpsilonGreedy
3.0,2.7991852315288073,EpsilonGreedy
3.0,2.799161132875435,EpsilonGreedy
3.0,4.094271998214009,EpsilonGreedy
3.0,5.404089137392809,EpsilonGreedy
3.0,4.7717828180421815,EpsilonGreedy
3.0,4.949151205686998,EpsilonGreedy
3.0,2.4616756700000058,EpsilonGreedy
3.0,1.8979709036585808,EpsilonGreedy
3.0,4.814579870978419,EpsilonGreedy
3.0,4.384033984073222,EpsilonGreedy
3.0,1.3779106147539535,EpsilonGreedy
3.0,4.564502796879536,EpsilonGreedy
3.0,4.413693330855503,EpsilonGreedy
3.0,3.2449435940462745,EpsilonGreedy
3.0,3.584294363016886,EpsilonGreedy
3.0,4.092205674843022,EpsilonGreedy
3.0,4.148835376677609,EpsilonGreedy
3.0,5.3357897828043654,EpsilonGreedy
3.0,3.8959527482994836,EpsilonGreedy
3.0,3.5324373499922697,EpsilonGreedy
3.0,3.996942734684183,EpsilonGreedy
3.0,3.2562357443515215,EpsilonGreedy
3.0,3.223824370394752,EpsilonGreedy
3.0,3.0999276782405514,EpsilonGreedy
3.0,4.8588274709882935,EpsilonGreedy
3.0,6.6229991828275825,EpsilonGreedy
3.0,4.453937390840563,EpsilonGreedy
3.0,2.7787349939125647,EpsilonGreedy
3.0,2.4657309845216986,EpsilonGreedy
3.0,4.211369769201619,EpsilonGreedy
3.0,4.72340465150317,EpsilonGreedy
3.0,4.49922653950021,EpsilonGreedy
3.0,4.63818933767968,EpsilonGreedy
3.0,3.439229278471487,EpsilonGreedy
3.0,3.9256387958952983,EpsilonGreedy
3.0,4.167151967789509,EpsilonGreedy
3.0,4.076760989427369,EpsilonGreedy
3.0,4.719483350286014,EpsilonGreedy
3.0,2.987711579402689,EpsilonGreedy
3.0,2.810232037469497,EpsilonGreedy
3.0,3.4320293151779535,EpsilonGreedy
3.0,5.184369446750873,EpsilonGreedy
3.0,3.7860997025649974,EpsilonGreedy
3.0,3.4401603195433,EpsilonGreedy
3.0,5.165484151554222,EpsilonGreedy
3.0,5.451721538920935,EpsilonGreedy
3.0,3.8291514115406073,EpsilonGreedy
3.0,2.89634267705281,EpsilonGreedy
3.0,3.6717758273691277,EpsilonGreedy
3.0,3.040463768931007,EpsilonGreedy
3.0,3.338268766373104,EpsilonGreedy
3.0,2.837431789198999,EpsilonGreedy
3.0,5.92333812048307,EpsilonGreedy
3.0,3.781660140306172,EpsilonGreedy
3.0,5.741064464529903,EpsilonGreedy
3.0,3.6051580353038317,EpsilonGreedy
3.0,2.2485340214039247,EpsilonGreedy
3.0,3.9422248687970334,EpsilonGreedy
3.0,3.2829837871939427,EpsilonGreedy
3.0,3.5659536930082782,EpsilonGreedy
3.0,3.494048577094531,EpsilonGreedy
3.0,3.739640223764295,EpsilonGreedy
3.0,4.293557395648569,EpsilonGreedy
3.0,2.7305402686698326,EpsilonGreedy
3.0,4.498007720189529,EpsilonGreedy
3.0,3.346393559756458,EpsilonGreedy
3.0,2.956641229660966,EpsilonGreedy
3.0,3.8192071374808028,EpsilonGreedy
3.0,4.869616845400088,EpsilonGreedy
3.0,3.1275384620866076,EpsilonGreedy
3.0,2.3383065082562116,EpsilonGreedy
3.0,5.417038764222241,EpsilonGreedy
3.0,5.439666536649229,EpsilonGreedy
3.0,3.404475209168283,EpsilonGreedy
3.0,5.973794025130739,EpsilonGreedy
3.0,4.103358399458154,EpsilonGreedy
3.0,5.9103988211905545,EpsilonGreedy
3.0,4.611009063105259,EpsilonGreedy
3.0,3.162111912022029,EpsilonGreedy
3.0,4.509903261268504,EpsilonGreedy
3.0,3.5822508613606883,EpsilonGreedy
3.0,5.152834519339681,EpsilonGreedy
3.0,4.549572348656279,EpsilonGreedy
3.0,2.506885188923718,EpsilonGreedy
3.0,3.42898937211152,EpsilonGreedy
3.0,4.010390499173631,EpsilonGreedy
3.0,2.4869983684046586,EpsilonGreedy
3.0,4.712512818897962,EpsilonGreedy
3.0,4.019931035479952,EpsilonGreedy
3.0,4.364789972148345,EpsilonGreedy
3.0,4.7470084480520445,EpsilonGreedy
3.0,3.4941544679935035,EpsilonGreedy
3.0,5.0401676736472245,EpsilonGreedy
3.0,5.632124260030516,EpsilonGreedy
3.0,4.4033396682257715,EpsilonGreedy
3.0,4.122858992768795,EpsilonGreedy
3.0,5.70675560498128,EpsilonGreedy
3.0,4.150180652512189,EpsilonGreedy
3.0,3.2548556828967135,EpsilonGreedy
3.0,3.7679503703052983,EpsilonGreedy
3.0,5.864865640394631,EpsilonGreedy
3.0,4.092771295585701,EpsilonGreedy
3.0,4.632177073555804,EpsilonGreedy
3.0,5.143403921671134,EpsilonGreedy
3.0,4.1587539182989826,EpsilonGreedy
3.0,2.7833358801967067,EpsilonGreedy
3.0,4.312047310473412,EpsilonGreedy
3.0,3.6829721868227083,EpsilonGreedy
3.0,4.008551995804001,EpsilonGreedy
3.0,2.783770545860231,EpsilonGreedy
3.0,3.764284226551221,EpsilonGreedy
3.0,1.592484446759597,EpsilonGreedy
3.0,5.4506250767721305,EpsilonGreedy
3.0,4.145712181086803,EpsilonGreedy
3.0,3.5083164869470207,EpsilonGreedy
3.0,4.218799297271395,EpsilonGreedy
3.0,4.5270907315887525,EpsilonGreedy
3.0,3.652722055021163,EpsilonGreedy
3.0,2.3131560283322994,EpsilonGreedy
3.0,3.210677841495379,EpsilonGreedy
3.0,4.043321777573353,EpsilonGreedy
3.0,4.58904502502219,EpsilonGreedy
3.0,3.869603452777758,EpsilonGreedy
3.0,1.8799757737351084,EpsilonGreedy
3.0,4.232955027889948,EpsilonGreedy
3.0,2.989031886720934,EpsilonGreedy
3.0,4.735615574524614,EpsilonGreedy
3.0,4.113540904756699,EpsilonGreedy
3.0,4.603455311201351,EpsilonGreedy
3.0,3.2396649947965575,EpsilonGreedy
3.0,5.539771626125271,EpsilonGreedy
3.0,4.739429797174656,EpsilonGreedy
3.0,3.8587462915124267,EpsilonGreedy
3.0,4.965379795034496,EpsilonGreedy
3.0,2.92144363281957,EpsilonGreedy
3.0,3.5197050101223732,EpsilonGreedy
3.0,4.048354669364678,EpsilonGreedy
3.0,3.2716366008276325,EpsilonGreedy
3.0,4.714886216001536,EpsilonGreedy
3.0,2.6098856165477415,EpsilonGreedy
3.0,4.225956827550692,EpsilonGreedy
3.0,3.8160869662062313,EpsilonGreedy
3.0,5.23928128587557,EpsilonGreedy
3.0,3.697059408921552,EpsilonGreedy
3.0,3.136572686585037,EpsilonGreedy
3.0,4.334109397840539,EpsilonGreedy
3.0,3.5587815155811247,EpsilonGreedy
3.0,3.4656062969784736,EpsilonGreedy
3.0,4.461061166441375,EpsilonGreedy
3.0,2.6810351183133343,EpsilonGreedy
3.0,3.4901275124847575,EpsilonGreedy
3.0,4.92146189709773,EpsilonGreedy
3.0,3.1435119868914096,EpsilonGreedy
3.0,2.514410831558812,EpsilonGreedy
3.0,4.877254279144604,EpsilonGreedy
3.0,3.9948277576396976,EpsilonGreedy
3.0,4.81134341345521,EpsilonGreedy
3.0,4.418073101868755,EpsilonGreedy
3.0,4.228248293482896,EpsilonGreedy
3.0,2.949536690287113,EpsilonGreedy
3.0,4.763341243695491,EpsilonGreedy
3.0,4.262434916397345,EpsilonGreedy
3.0,4.167908276674608,EpsilonGreedy
3.0,4.333923108381524,EpsilonGreedy
3.0,3.6238116271091734,EpsilonGreedy
3.0,3.526249114346843,EpsilonGreedy
3.0,3.665366367883749,EpsilonGreedy
3.0,5.594265220518825,EpsilonGreedy
3.0,3.5210649910391405,EpsilonGreedy
3.0,3.7640074615377186,EpsilonGreedy
3.0,3.5080906805926015,EpsilonGreedy
3.0,5.131852893217308,EpsilonGreedy
3.0,3.7918100482648893,EpsilonGreedy
3.0,3.8374964415206296,EpsilonGreedy
3.0,2.646970642818808,EpsilonGreedy
3.0,5.766451573531341,EpsilonGreedy
3.0,6.841721971939875,EpsilonGreedy
3.0,4.306317478493964,EpsilonGreedy
3.0,4.3312907576283335,EpsilonGreedy
3.0,4.66546057068984,EpsilonGreedy
3.0,4.314182806957797,EpsilonGreedy
3.0,3.855180652288716,EpsilonGreedy
3.0,4.6888251621596995,EpsilonGreedy
3.0,3.709401061203423,EpsilonGreedy
3.0,2.871984748786076,EpsilonGreedy
3.0,3.9530991843312413,EpsilonGreedy
3.0,4.320842061134003,EpsilonGreedy
3.0,2.2077778991478514,EpsilonGreedy
3.0,3.4578878144900087,EpsilonGreedy
3.0,5.561595190610441,EpsilonGreedy
3.0,4.5014510935304015,EpsilonGreedy
3.0,5.291946565062416,EpsilonGreedy
3.0,4.56205926794552,EpsilonGreedy
3.0,5.5252580336042545,EpsilonGreedy
3.0,2.2550933623670257,EpsilonGreedy
3.0,3.6643259577149174,EpsilonGreedy
3.0,2.872286011689295,EpsilonGreedy
3.0,5.613086252571817,EpsilonGreedy
3.0,4.699828738466224,EpsilonGreedy
3.0,3.7543192686541182,EpsilonGreedy
3.0,3.9992623773136144,EpsilonGreedy
3.0,3.179596580154311,EpsilonGreedy
3.0,4.922448960862017,EpsilonGreedy
3.0,3.7937277696404808,EpsilonGreedy
3.0,4.841529431019339,EpsilonGreedy
3.0,4.405803587860344,EpsilonGreedy
3.0,2.372527935329468,EpsilonGreedy
3.0,5.864456273558329,EpsilonGreedy
3.0,3.8832123811543013,EpsilonGreedy
3.0,4.393236310212629,EpsilonGreedy
3.0,3.02032893791999,EpsilonGreedy
3.0,3.55379404751905,EpsilonGreedy
3.0,3.8885987250867897,EpsilonGreedy
3.0,2.8452576691352807,EpsilonGreedy
3.0,4.975955278802169,EpsilonGreedy
3.0,4.488459826938581,EpsilonGreedy
3.0,4.885608337913062,EpsilonGreedy
3.0,3.0287870236310606,EpsilonGreedy
3.0,3.2306029736175423,EpsilonGreedy
3.0,5.047070558162999,EpsilonGreedy
3.0,5.137041605146438,EpsilonGreedy
3.0,3.4816712041313544,EpsilonGreedy
3.0,4.41248572607113,EpsilonGreedy
3.0,3.6942174663523906,EpsilonGreedy
3.0,2.085520575051144,EpsilonGreedy
3.0,5.04375154607097,EpsilonGreedy
3.0,3.778370462081878,EpsilonGreedy
3.0,4.218345182871563,EpsilonGreedy
3.0,4.059703511017895,EpsilonGreedy
3.0,3.7206891443815824,EpsilonGreedy
3.0,5.103015615355095,EpsilonGreedy
3.0,2.989853644866841,EpsilonGreedy
3.0,4.425571781617531,EpsilonGreedy
3.0,4.066734366269413,EpsilonGreedy
3.0,3.9037552130746325,EpsilonGreedy
3.0,4.339776711778538,EpsilonGreedy
3.0,4.9189497706230565,EpsilonGreedy
3.0,4.321778383667552,EpsilonGreedy
3.0,4.21235984751797,EpsilonGreedy
3.0,4.128825210708219,EpsilonGreedy
3.0,4.0170779157014325,EpsilonGreedy
3.0,4.3259118395661815,EpsilonGreedy
3.0,3.919689143666991,EpsilonGreedy
3.0,4.304522343729735,EpsilonGreedy
3.0,5.6831863647206315,EpsilonGreedy
3.0,4.326961647397137,EpsilonGreedy
3.0,4.873346598490851,EpsilonGreedy
3.0,5.042636708410955,EpsilonGreedy
3.0,5.053150712512268,EpsilonGreedy
3.0,5.839177677453579,EpsilonGreedy
